title,artist,id,uri,labels,distances
Yet To Come,Alexander Popov,0NUNs5uHGWtGnP3qJzUXhy,spotify:track:0NUNs5uHGWtGnP3qJzUXhy,1,0.31541183201144035
See The Light - Radio Edit,Noisecontrollers,1DujmwubfpKL1wUIZ3B5yl,spotify:track:1DujmwubfpKL1wUIZ3B5yl,1,0.3170208479671629
MakeDamnSure,Adventure Club,7kh8PFSxaQ74UfdCFlsVC3,spotify:track:7kh8PFSxaQ74UfdCFlsVC3,1,0.3177904056495171
Red Thread,shXdow.,6EjawNS588Rrm39sybcjy2,spotify:track:6EjawNS588Rrm39sybcjy2,1,0.3178701781764256
A Thousand Seas,MaRLo,7HnuIsjqdt0On6QZAPg8cO,spotify:track:7HnuIsjqdt0On6QZAPg8cO,1,0.32063084530327385
Accelerate (Official XXlerator Anthem 2014),Code Black,0M2QW9etM5qGkPvOZp1B1w,spotify:track:0M2QW9etM5qGkPvOZp1B1w,1,0.32300843650506517
Powermove (Mix Cut),Hardwell,1sdURkpCThezt9BQX5e1pc,spotify:track:1sdURkpCThezt9BQX5e1pc,1,0.32338187046238565
Chroma,Pixel Terror,0oJkB8jrA25MQdBq5z2pMK,spotify:track:0oJkB8jrA25MQdBq5z2pMK,1,0.32416295179894317
Fly,Miles Away,3Ogtvp8lDdQ0JS21UXXGR6,spotify:track:3Ogtvp8lDdQ0JS21UXXGR6,1,0.3267380304393567
Burn Tonight,JWAN,5iwboryDc8jVaacAtdxqmj,spotify:track:5iwboryDc8jVaacAtdxqmj,1,0.32896166671138666
Momentum - Radio Edit,Audiotricz,0kgyeKebL4tDxncpf2iClf,spotify:track:0kgyeKebL4tDxncpf2iClf,1,0.33661079119320525
High,The Chainsmokers,09AvsbivV1FQBRAEBJh7UL,spotify:track:09AvsbivV1FQBRAEBJh7UL,1,0.3379938519439463
Here Right Now,NURKO,3ZyUwrk5hHGNDQL2nxQu53,spotify:track:3ZyUwrk5hHGNDQL2nxQu53,1,0.3391576543211649
Time to Fly (Feerty Remix),Astra,3j4cepgjEnY5KnsLScsfW5,spotify:track:3j4cepgjEnY5KnsLScsfW5,1,0.3450690539130262
Rising Sun (feat. Chris Jones) - Original Mix,Manse,2m1XdfZY3OnA41OllCEl8a,spotify:track:2m1XdfZY3OnA41OllCEl8a,1,0.34527759741082165
Last Summer - Gammer Remix,Tokyo Machine,1ehoC9cuZGPhzUu4yPb9ur,spotify:track:1ehoC9cuZGPhzUu4yPb9ur,1,0.35019681803368485
Over the Edge (feat. AU8UST),Kayzo,5PfVzDU0u2ozK5si1gr0hq,spotify:track:5PfVzDU0u2ozK5si1gr0hq,1,0.3509653141843916
Boomerang,Hirshee,3MBihVhmRDoUnAwDjVi8pr,spotify:track:3MBihVhmRDoUnAwDjVi8pr,1,0.3512901433766213
Only One,MitiS,3ntSiBnfd8zCpOk53SYcUP,spotify:track:3ntSiBnfd8zCpOk53SYcUP,1,0.35158902261593855
All Together (with OEKIIN),ILLENIUM,1ucn3B55IQQcQ8PPHcFtDS,spotify:track:1ucn3B55IQQcQ8PPHcFtDS,1,0.35370452306011047
STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,1,0.3543835992697765
Baggage (with AlunaGeorge) - Kaidro Remix,Gryffin,0OfzBT1D85AYE5QtzYn051,spotify:track:0OfzBT1D85AYE5QtzYn051,1,0.3580944823372976
Nevada,Vicetone,02shCNmb6IvgB5jLqKjtkK,spotify:track:02shCNmb6IvgB5jLqKjtkK,1,0.36387381571451793
Nevada (feat. Cozi Zuehlsdorff),Vicetone,5BIjJP1zlOa3iY65RSkXkr,spotify:track:5BIjJP1zlOa3iY65RSkXkr,1,0.36387381571451793
Remember,Dabin,5EwWFDHwehCMl5h1zJHAr2,spotify:track:5EwWFDHwehCMl5h1zJHAr2,1,0.3647614280894979
VOICE IN THE MACHINE,Blanke,4EMb7MsyJlH5Y3xxMrkCQS,spotify:track:4EMb7MsyJlH5Y3xxMrkCQS,1,0.3650967348361843
Filthy - tofû Remix,TELYKAST,1JxpHLeTydzS9ElmhyyBtT,spotify:track:1JxpHLeTydzS9ElmhyyBtT,1,0.36962817483359844
Fragile (feat. Melanie Fontana),ARMNHMR,1UqkLxHHcQixRPYesIkHXu,spotify:track:1UqkLxHHcQixRPYesIkHXu,1,0.3736785339262335
Love & War,Yellow Claw,5L7EcEdJAZ3TEpWEfsOMLD,spotify:track:5L7EcEdJAZ3TEpWEfsOMLD,1,0.37410277757826094
Bloom,Dabin,0lw9uF9EXHY06DtbTWa2l9,spotify:track:0lw9uF9EXHY06DtbTWa2l9,1,0.37550650325251894
Lockdown,PIKASONIC,4oSJ1kLpOJvgB0FDilIdfO,spotify:track:4oSJ1kLpOJvgB0FDilIdfO,1,0.3758437895436168
Otherside,Elephante,5z9fU5QP5z8jJXcP6OmU0w,spotify:track:5z9fU5QP5z8jJXcP6OmU0w,1,0.37588448215697196
Grapevine,Tiësto,6EXl6ZF6rXm6qCsKeizJ1b,spotify:track:6EXl6ZF6rXm6qCsKeizJ1b,1,0.3787911444977238
Rampart,Audien,458YQBBWYQMhvFf6Coho3a,spotify:track:458YQBBWYQMhvFf6Coho3a,1,0.3794611907938294
Never Fade,Kaidro,2NRepOWTw94g1Bxxcmcsci,spotify:track:2NRepOWTw94g1Bxxcmcsci,1,0.37997898143231673
The Mob,RIOT,2isWnrDmdteug2h2kIIGl0,spotify:track:2isWnrDmdteug2h2kIIGl0,1,0.38798579434464336
Try (feat. RØRY),MitiS,5jZxNBHyU7qpAQSCXuQq78,spotify:track:5jZxNBHyU7qpAQSCXuQq78,1,0.38807472914624014
Gold (Stupid Love),Excision,5ZzjNL4J31lqU853Un7T3f,spotify:track:5ZzjNL4J31lqU853Un7T3f,1,0.3913073803771695
medicine,Bring Me The Horizon,03CbQgFxnBFoaaVJTfEqMD,spotify:track:03CbQgFxnBFoaaVJTfEqMD,1,0.39256224035691606
Hooked,Why Don't We,2N2s2s2w0jmSIPNZcm8Jnr,spotify:track:2N2s2s2w0jmSIPNZcm8Jnr,1,0.3939162492380611
The Starlight - Edit,Galactixx,5QeoZtdxPk4VEP13wqfkgJ,spotify:track:5QeoZtdxPk4VEP13wqfkgJ,1,0.3959364650537309
Without You (feat. Linney),Kastra,1n1co3IQaEBLbouzf3BesL,spotify:track:1n1co3IQaEBLbouzf3BesL,1,0.3965297950657502
Million Days,SABAI,0DzPnTBSmVRKBQAmH3EomR,spotify:track:0DzPnTBSmVRKBQAmH3EomR,1,0.39733273846105793
Into My Heart,Rebourne,7rQFHtqvFcQ1VI2oZG6zxu,spotify:track:7rQFHtqvFcQ1VI2oZG6zxu,1,0.3974684582088814
Million Days,SABAI,1Nh0y8vbXPcJSJ0pcw91IC,spotify:track:1Nh0y8vbXPcJSJ0pcw91IC,1,0.39755555379984125
Imperium,Madeon,2Ldx9kUwqKt8GKaqPYGT6e,spotify:track:2Ldx9kUwqKt8GKaqPYGT6e,1,0.3979963594739576
In the Dark (Dubstep Mix),Axel Boy,1OIf2MpcaL9ct2AMdlCgkK,spotify:track:1OIf2MpcaL9ct2AMdlCgkK,1,0.39831428616318554
Don't Wanna Fall,Seven Lions,3SVZVenXJQuVNbFs8EatrC,spotify:track:3SVZVenXJQuVNbFs8EatrC,1,0.3991217111116218
Blink (feat. Aislinn Martin),Protohype,40xwcLlzLZy0KL0u49Jg0t,spotify:track:40xwcLlzLZy0KL0u49Jg0t,1,0.40094362347511253
On My Own,Far Out,73eIguwwgu2C7jBz89b7SX,spotify:track:73eIguwwgu2C7jBz89b7SX,1,0.40863707370297087
Apollo - Dr Phunk Remix,Hardwell,4tpLfd7JqOiQwCo5LB2Ul0,spotify:track:4tpLfd7JqOiQwCo5LB2Ul0,1,0.40944654969110345
Where'd U Go,ILLENIUM,2oL0HIuo0cxIycDtJWbpuN,spotify:track:2oL0HIuo0cxIycDtJWbpuN,1,0.4122899523304779
Far Away,Jalmaan,4xB50lQdNkyMLDmSZPQCIp,spotify:track:4xB50lQdNkyMLDmSZPQCIp,1,0.41369252270528967
Angels (feat. RUNN) - Bonus Track,Bear Grillz,3hITI3gU7VrlC3ye3DGFm9,spotify:track:3hITI3gU7VrlC3ye3DGFm9,1,0.4169051491404143
Dungeon,Terravita,5ho086WjZ1vgJjzSEH9PJu,spotify:track:5ho086WjZ1vgJjzSEH9PJu,1,0.4196000893038524
Obsidian Vortex,ATLiens,5zJkRl2lsuP1bD1djEodCZ,spotify:track:5zJkRl2lsuP1bD1djEodCZ,1,0.42212534362601567
Not Alone,YULA,36hc1fGaoxDWr2YjDm3Pjw,spotify:track:36hc1fGaoxDWr2YjDm3Pjw,1,0.424494978863296
Hold On To Me,Yonetro,2JGYZLRq0tyYCGSGa0Oq8a,spotify:track:2JGYZLRq0tyYCGSGa0Oq8a,1,0.42660496212462107
Wherever the Light Ends - Radio Edit,Adrenalize,1YZivVHix8Jxa5ceRwOqSn,spotify:track:1YZivVHix8Jxa5ceRwOqSn,1,0.4312227399327905
Just Us,Arlow,2D8lKiO96usrFdeExkZLmH,spotify:track:2D8lKiO96usrFdeExkZLmH,1,0.43315578517490144
I Want You (feat. Matthew John Kurz),Robotaki,1b3oogM5orKL8ZHrVGybRm,spotify:track:1b3oogM5orKL8ZHrVGybRm,1,0.43344605004840564
To the Wire,Krunk!,1HFdUlLuVSwzlUE8EAXEve,spotify:track:1HFdUlLuVSwzlUE8EAXEve,1,0.4347730510635943
Quiet Sound,Manse,6shtyuTlObW87S11El64eA,spotify:track:6shtyuTlObW87S11El64eA,1,0.43647190559526833
Artifacts,JayKode,3YxO6oY2wiTNGBquI950MU,spotify:track:3YxO6oY2wiTNGBquI950MU,1,0.43761342196253866
Migraine,Twenty One Pilots,4rfaoyaZvNa60cj3OKSQV9,spotify:track:4rfaoyaZvNa60cj3OKSQV9,1,0.4390073125167539
50 Years,Kazlo,1NffVzKZBqlHVqEEF1Oae1,spotify:track:1NffVzKZBqlHVqEEF1Oae1,1,0.44101150971020475
Surrender,Culture Code,6uWqUaSwMjdXstqYICzIOj,spotify:track:6uWqUaSwMjdXstqYICzIOj,1,0.44125642151721906
Walk Away,Ray Volpe,0ri4ig97AC5LKMrQrvPrR2,spotify:track:0ri4ig97AC5LKMrQrvPrR2,1,0.4435070410929434
Drop It Low,D-wayne,6c90pxvPMqfvgtPwmZ3JQT,spotify:track:6c90pxvPMqfvgtPwmZ3JQT,1,0.4470459248414066
Homesick (feat. SOUNDR),MitiS,1lypBFGiKyft1PVgNp358Y,spotify:track:1lypBFGiKyft1PVgNp358Y,1,0.4505988842494993
Hurt (Miles Away Remix),NERVO,7IsRoP0iwnsF1D9ZKYeCGZ,spotify:track:7IsRoP0iwnsF1D9ZKYeCGZ,1,0.4563462164216297
Imagine,Bass Modulators,0mWGz6hPTPuOK3SaETnqCo,spotify:track:0mWGz6hPTPuOK3SaETnqCo,1,0.4576893260728276
Love Like We're Dying,Chr1s,088fdzIqOvJKHvQyV8QbGR,spotify:track:088fdzIqOvJKHvQyV8QbGR,1,0.4578155578758858
Coming Home (ASOT 806) - Club Mix,Dash Berlin,6ByBYYFrCNVG3aJkBTzTOT,spotify:track:6ByBYYFrCNVG3aJkBTzTOT,1,0.4592181805306777
Berserk,Riggi & Piros,4qhYaTnDCd5jY6XHIJ76KY,spotify:track:4qhYaTnDCd5jY6XHIJ76KY,1,0.4595052770925838
Darkness (feat. Roxanne Emery),Luke Anders,128cYFv7ztH4EAAuHHZled,spotify:track:128cYFv7ztH4EAAuHHZled,1,0.459915046358834
1 On 1,Excision,3X5yGDzloO11zXx6ELmvgU,spotify:track:3X5yGDzloO11zXx6ELmvgU,1,0.460681856923212
Clockwork,BLVD.,63cplFds0rAzDTdv80pPZ1,spotify:track:63cplFds0rAzDTdv80pPZ1,1,0.46165774212336946
Ticking Clocks,Jnel,0pS88ATbKJ70cmywT4oZol,spotify:track:0pS88ATbKJ70cmywT4oZol,1,0.4645414857033109
We Won't Leave You - Wild Cards Remix,Steve Void,491VBkOr5bUECg4fwj7PC6,spotify:track:491VBkOr5bUECg4fwj7PC6,1,0.467109061701407
"Dear Maria, Count Me In",All Time Low,0JJP0IS4w0fJx01EcrfkDe,spotify:track:0JJP0IS4w0fJx01EcrfkDe,1,0.4683231492638282
Divinity,Porter Robinson,18cCBvygH6yEFDY0cYN3wT,spotify:track:18cCBvygH6yEFDY0cYN3wT,1,0.47088895059246194
Young,GAZZ,10fQ9XtxHGZi0mxNQfH94n,spotify:track:10fQ9XtxHGZi0mxNQfH94n,1,0.47161808763297286
Need Your Love (feat. Noah Kahan) - yetep Remix,Gryffin,7uzfSehPd1aK7h4rAXk5DN,spotify:track:7uzfSehPd1aK7h4rAXk5DN,1,0.473138082377009
Destruction,Joywave,2iLxXSM7AOzB4RCNzk4bjd,spotify:track:2iLxXSM7AOzB4RCNzk4bjd,1,0.4760551957488036
There for You - MVRSE Remix,TELYKAST,2bqtREqZvh87cHfmnKFh8r,spotify:track:2bqtREqZvh87cHfmnKFh8r,1,0.4765886252395682
A S T R A Y / R,1788-L,4yHoE8ZnPH0nvpLaJlFWMD,spotify:track:4yHoE8ZnPH0nvpLaJlFWMD,1,0.4785594157880218
Warriors of the Night,Datsik,5SVWUrkhwUkdSJXa6qdrDg,spotify:track:5SVWUrkhwUkdSJXa6qdrDg,1,0.4798937636538888
Overflow (feat. Helen Tess),smle,6qTpWr6mNtCWaCqohRyvJo,spotify:track:6qTpWr6mNtCWaCqohRyvJo,1,0.4818470912944688
Stay,FigureItOut,2EtvFOIF1moetcTryLeZBF,spotify:track:2EtvFOIF1moetcTryLeZBF,1,0.4834356984698117
This Is The New Shit,Marilyn Manson,7GM7CgaIvzAOEyP0iOlk8T,spotify:track:7GM7CgaIvzAOEyP0iOlk8T,1,0.48558555033791356
Riptide,Trivecta,5kvFBu6jDJMECOqmD7OwUx,spotify:track:5kvFBu6jDJMECOqmD7OwUx,1,0.4877492013219254
lift me from the ground,San Holo,7snnEDYwv30hRtmifVni8P,spotify:track:7snnEDYwv30hRtmifVni8P,1,0.49291014513448306
We Are Young,Parker,4uiwWLO8RzDMasPnQx59Iy,spotify:track:4uiwWLO8RzDMasPnQx59Iy,1,0.4930951964239165
Lmao Stompy,Hi I'm Ghost,17W1SAAk4fRYVkPDJSsYn4,spotify:track:17W1SAAk4fRYVkPDJSsYn4,1,0.4953725537438794
Sight Of Your Soul,Dirtyphonics,59OTmT50LsfZVqExj9nCHL,spotify:track:59OTmT50LsfZVqExj9nCHL,1,0.49967239369309274
More Than Words,Culture Code,6tWYy1rpi6MpQyeVuVngEW,spotify:track:6tWYy1rpi6MpQyeVuVngEW,1,0.5016556948574211
Don't Shoot - Hopsteady Remix,Showtek,3JPULJDkOW6oPqOS6ThEeq,spotify:track:3JPULJDkOW6oPqOS6ThEeq,1,0.5020943389143768
time keeps flying - Phzes Remix,Sammy Adams,7iuOvOWj7tK9pWiqAcoE6w,spotify:track:7iuOvOWj7tK9pWiqAcoE6w,1,0.5029439253390267
you were good to me - shallou remix,Jeremy Zucker,4yQluMXsIRql36ErBHux2f,spotify:track:4yQluMXsIRql36ErBHux2f,1,0.5034241515012097
The Worst Of You,Amidy,0kcizdRYSLSRSD4SHyRnrM,spotify:track:0kcizdRYSLSRSD4SHyRnrM,1,0.5083522464484155
Ready,Dabin,1LuG9m0p2OQ9dO97dYUzIM,spotify:track:1LuG9m0p2OQ9dO97dYUzIM,1,0.5120334978791463
Only One I Need,William Black,5tqjt07Jes01AokedrhRtQ,spotify:track:5tqjt07Jes01AokedrhRtQ,1,0.5148779640834767
You'll Be OK,Gareth Emery,1YXUD5D1ZRSaKZRZME4UB5,spotify:track:1YXUD5D1ZRSaKZRZME4UB5,1,0.515118817215131
Black Light - Hairitage Remix,Lisa Rowe,5oOLFIv9HQLHMcbwQgsvMb,spotify:track:5oOLFIv9HQLHMcbwQgsvMb,1,0.5228790513987026
Omen,Voliik,0gWWS8X3k5B0CwbS2W8r3p,spotify:track:0gWWS8X3k5B0CwbS2W8r3p,1,0.5314442943760653
Faith (ATLAST Remix),NURKO,7cXtz3ZX9ZPOaMs2ZGsLuu,spotify:track:7cXtz3ZX9ZPOaMs2ZGsLuu,1,0.5314479564009713
Rewind,Gazzo,6RPZhd9irco3mi3VIOqqct,spotify:track:6RPZhd9irco3mi3VIOqqct,1,0.5375661384819661
Tripped And Fell In Portland,Breathe Carolina,6tM9VNHCw17HHtGRIVtu23,spotify:track:6tM9VNHCw17HHtGRIVtu23,1,0.538064200515363
Where I Belong,NITTI,0ocu4p5AQbT2rLKuS6y8QP,spotify:track:0ocu4p5AQbT2rLKuS6y8QP,1,0.5421229389805255
RIOT,KOU,7lXJxpwloUEw4QgNb7gD6t,spotify:track:7lXJxpwloUEw4QgNb7gD6t,1,0.5477756861744889
Back To U - Matrix & Futurebound Remix,Matrix & Futurebound,588TIiNqDWazxZcxe2hRIE,spotify:track:588TIiNqDWazxZcxe2hRIE,1,0.5492168885418971
Before The Storm - SYN Remix,Kayzo,2cEbavkp8uQpkvFDVQ9ICH,spotify:track:2cEbavkp8uQpkvFDVQ9ICH,1,0.5521477382749644
Fall,Medii,2hnLPBk8Chlfam7qwnJ7Uo,spotify:track:2hnLPBk8Chlfam7qwnJ7Uo,1,0.5571273288924108
Paper Thin,ILLENIUM,7c2IApOeLTZfrB5dVScRUP,spotify:track:7c2IApOeLTZfrB5dVScRUP,1,0.5586147546231447
Lifesteal,Cherney,0LKzZc914gnWORt4uo3LkT,spotify:track:0LKzZc914gnWORt4uo3LkT,1,0.5597127448068828
Chin up (feat. Azuria Sky),Puppet,0lWUlQb5Vf5M4VsiIlQmmu,spotify:track:0lWUlQb5Vf5M4VsiIlQmmu,1,0.5639873914859035
Best For You,Lil Muk,35gufW50WoHlkh67uYA3bc,spotify:track:35gufW50WoHlkh67uYA3bc,1,0.5682014646147585
Wedding Dress,TAEYANG,3M0qHiwpoXUMffAS1CBB6M,spotify:track:3M0qHiwpoXUMffAS1CBB6M,1,0.5700296889884109
Pitchforks & Fire,Dr. Ozi,6TIJQMR0Rnzq7joAqE2eqe,spotify:track:6TIJQMR0Rnzq7joAqE2eqe,1,0.5728331156895391
Misery Business,Paramore,6SpLc7EXZIPpy0sVko0aoU,spotify:track:6SpLc7EXZIPpy0sVko0aoU,1,0.5735932054121159
You Can Be My Light (feat. Monika Santucci),Trivecta,1zSWY1IuSN1psRqug5DPTH,spotify:track:1zSWY1IuSN1psRqug5DPTH,1,0.5865355607765338
Million Miles,Mark Sixma,66jOXJrDytE0Ye3oUmvj7D,spotify:track:66jOXJrDytE0Ye3oUmvj7D,1,0.5942102722327045
Area 51 (feat. F3tch),PhaseOne,6ib3xB0koJD1gP8MUKxzXw,spotify:track:6ib3xB0koJD1gP8MUKxzXw,1,0.6001749598025001
Talk to Me,George Nozuka,0nYmnsXYj3Aqij9YSrMuBC,spotify:track:0nYmnsXYj3Aqij9YSrMuBC,1,0.6032945425065517
A Little Bit More,Judd,1ahfEZOnveCxupOMWd0cDJ,spotify:track:1ahfEZOnveCxupOMWd0cDJ,1,0.6041424408858128
Buck,Kompany,2LZkfbnLzUxyOyDluDlQ9v,spotify:track:2LZkfbnLzUxyOyDluDlQ9v,1,0.6053426859502955
Senpai (Original Mix),Boogie T,3aEF0tYUdQ73PaXEmMoD8X,spotify:track:3aEF0tYUdQ73PaXEmMoD8X,1,0.6060012255203151
Intoxicate Me,Unlike Pluto,7qpdIP5j2q3OBtSjD8zI2m,spotify:track:7qpdIP5j2q3OBtSjD8zI2m,1,0.628538111523727
GRILL KILL,Carbin,5nC14mHdOec6dvD0KgsWG7,spotify:track:5nC14mHdOec6dvD0KgsWG7,1,0.6365619335682959
In My Arms,ZANAVIA,1GSgGFbjYxIOPFZsZRnRyI,spotify:track:1GSgGFbjYxIOPFZsZRnRyI,1,0.6412285886320485
Haven't Said (2 Below Remix),Jinco,0WOIwxvTkG63RazaTL2O4L,spotify:track:0WOIwxvTkG63RazaTL2O4L,1,0.6498237800700142
Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,1,0.6554703064725166
The Fall,Static,2plrrgB2IsJl2I1iGacTuR,spotify:track:2plrrgB2IsJl2I1iGacTuR,1,0.6570712842807896
Gasoline,I Prevail,6Q1m1GyNxyOwZ2ud3p7XoS,spotify:track:6Q1m1GyNxyOwZ2ud3p7XoS,1,0.663955305559354
Hadal Ahbek,Issam Alnajjar,0ymn3NBfT1W2QW0d7U5kHS,spotify:track:0ymn3NBfT1W2QW0d7U5kHS,1,0.669261754882508
Bad Behavior (feat. T.Rabb),Datsik,3lmJq0owtVfHZug93YLil8,spotify:track:3lmJq0owtVfHZug93YLil8,1,0.6778022284604444
Noodle Neck,Spag Heddy,6rkpJTBjmVmBBB8uzr7CIa,spotify:track:6rkpJTBjmVmBBB8uzr7CIa,1,0.6801226878863912
Skinny Pigs,12th Planet,1ESpgp7uLDQHweqfWFF1K8,spotify:track:1ESpgp7uLDQHweqfWFF1K8,1,0.6920141632231749
The Stains of Time - Maniac Agenda Mix,Kit Walters,5LLhdR6qdQvAfSm2C0EYj4,spotify:track:5LLhdR6qdQvAfSm2C0EYj4,1,0.695237021133657
Run It Up - COASTR. Remix,Seeb,0tDBGzTR6OkTLvkkrhGXPf,spotify:track:0tDBGzTR6OkTLvkkrhGXPf,1,0.7087274437555429
Don't Go feat. Micah Martin,Lucille Croft,3sk7vT02v4Ya3gxsxUmbet,spotify:track:3sk7vT02v4Ya3gxsxUmbet,1,0.741563776686186
Surrender,Cheap Trick,2ccUQnjjNWT0rsNnsBpsCA,spotify:track:2ccUQnjjNWT0rsNnsBpsCA,1,0.8451134952583506
Disappointment (feat. Rxseboy),Sarcastic Sounds,4jU4Go8TPo3bkvRQSYbp8x,spotify:track:4jU4Go8TPo3bkvRQSYbp8x,1,0.9448185282160227
Takeaway (feat. Lennon Stella),The Chainsmokers,6wo37KVqFJhtuxPTpLCcfe,spotify:track:6wo37KVqFJhtuxPTpLCcfe,1,0.9499072151699439
Love Is Gone - Acoustic,SLANDER,7F1CiKqrY44kh5cDqwHOnx,spotify:track:7F1CiKqrY44kh5cDqwHOnx,2,0.34246549923815883
you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,spotify:track:45bE4HXI0AwGZXfZtMp8JR,2,0.36919561154051866
Where You Are Now,N3WPORT,4i7wCZbXG33JYPZNv7ZLJ9,spotify:track:4i7wCZbXG33JYPZNv7ZLJ9,2,0.462650922110281
Catch Me,Xan Griffin,3B74QfQSGXYQ2FCvRavc4V,spotify:track:3B74QfQSGXYQ2FCvRavc4V,2,0.46387852612413233
First Time (feat. Dylan Matthew) - Acoustic,Seven Lions,4s9Na0ywXodZXScgvXmJop,spotify:track:4s9Na0ywXodZXScgvXmJop,2,0.46511368387742824
Petals from a Rose,yetep,58GqU6yKrt3JqJMmNGT7ZZ,spotify:track:58GqU6yKrt3JqJMmNGT7ZZ,2,0.46908243233622116
Butterflies,Yomaez,69z6TsGzTgl5IIlxVhaCau,spotify:track:69z6TsGzTgl5IIlxVhaCau,2,0.4890595662068913
runaway,Vorsa,6joXEYaG3uPvYB7aiMo6yQ,spotify:track:6joXEYaG3uPvYB7aiMo6yQ,2,0.49958941498265
Love Ain't Changin - Acoustic,GhostDragon,2HmYtDTAtn9L3gtYFWTXI4,spotify:track:2HmYtDTAtn9L3gtYFWTXI4,2,0.4998033449079991
No Promises (feat. Demi Lovato) - Stripped Version,Cheat Codes,52iFqPveidhkYAcH5CnE9t,spotify:track:52iFqPveidhkYAcH5CnE9t,2,0.4999390569786209
Feels Right,Alina Baraz,2Un4sGOznAimdjxFaMPIrl,spotify:track:2Un4sGOznAimdjxFaMPIrl,2,0.5128808072027339
Breathe 2.0,Vincent,0wOvXrGbRLnPBgPWLBGtTE,spotify:track:0wOvXrGbRLnPBgPWLBGtTE,2,0.5138731756584143
Breathe Without,NURKO,3VHNuIXr0uRzVFsw6kNFPW,spotify:track:3VHNuIXr0uRzVFsw6kNFPW,2,0.5371801043828321
Potions,Day Wave,3Bqw48ecyeeOHvuU1jYy6C,spotify:track:3Bqw48ecyeeOHvuU1jYy6C,2,0.537852731654191
Give Me Love,Ed Sheeran,2U0n6b6sgtRHwvSTJuG2pH,spotify:track:2U0n6b6sgtRHwvSTJuG2pH,2,0.5414106552176237
After All,Charlotte Day Wilson,0vQc8V1CCXfBOL7Mz1Bh49,spotify:track:0vQc8V1CCXfBOL7Mz1Bh49,2,0.5547465915153508
She Reminds Me Of You - Original Mix,Michael Panasuk,7I5oEwb6txlXvqkKFB5jV1,spotify:track:7I5oEwb6txlXvqkKFB5jV1,2,0.5639377397468786
Can We Kiss Forever?,Kina,58wyJLv6yH1La9NIZPl3ne,spotify:track:58wyJLv6yH1La9NIZPl3ne,2,0.5691057145001158
DOWN IN FLORIDA,Munn,1OYVkZWvbcdhU0eITVKqjE,spotify:track:1OYVkZWvbcdhU0eITVKqjE,2,0.5691942041266939
Witness,Rosie Darling,1DsVpqnIPZCV1YKdMragRL,spotify:track:1DsVpqnIPZCV1YKdMragRL,2,0.5959784294802092
Deep Blue,William Black,5v51fJZB0MEfhdg4RBR7jK,spotify:track:5v51fJZB0MEfhdg4RBR7jK,2,0.59769186396715
Back To Me - Alternative Version,She Was Silver,5Nahs96uDgHMiUYnt1wiJ4,spotify:track:5Nahs96uDgHMiUYnt1wiJ4,2,0.6016299836976183
Million Days - Acoustic,SABAI,66aJuGQgXMVoyklTKdEgmL,spotify:track:66aJuGQgXMVoyklTKdEgmL,2,0.6065466776011585
Best Part Of Me,N3WPORT,7FHbd6fCVN1zdGey3IJaNx,spotify:track:7FHbd6fCVN1zdGey3IJaNx,2,0.6150814282112034
Good Day,iann dior,5pBQDRgfbV6lhuwlvWEftN,spotify:track:5pBQDRgfbV6lhuwlvWEftN,2,0.617070407691908
Revive (Acoustic Version),LIONE,1VaAnbmgTkBHcGEXaBU673,spotify:track:1VaAnbmgTkBHcGEXaBU673,2,0.621838881481073
Silence,Axollo,7uESPYfdmMUaZCRFhw7Em6,spotify:track:7uESPYfdmMUaZCRFhw7Em6,2,0.627273292667225
Happier,Ed Sheeran,2RttW7RAu5nOAfq6YFvApB,spotify:track:2RttW7RAu5nOAfq6YFvApB,2,0.6514967369721204
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,2,0.6760671017555301
This Side of Me,Trey Parker,7pNSU1i0u2cSI2Eo4WKHdu,spotify:track:7pNSU1i0u2cSI2Eo4WKHdu,2,0.6920459786808224
Don't Walk Away (feat. Leorinda),Hatim,2yH6zZrzHkG0ghJkTlXg27,spotify:track:2yH6zZrzHkG0ghJkTlXg27,2,0.7224117317984301
Petals from a Rose (Piano Version),yetep,0h7WfUVeLf0ECC5AUfYvdl,spotify:track:0h7WfUVeLf0ECC5AUfYvdl,2,0.7607750769547793
Happy Where We Are - Kaidro Remix,Tritonal,7rlhWfCMCmUC8F0VJK90tM,spotify:track:7rlhWfCMCmUC8F0VJK90tM,2,0.7720163890134623
Lifetime,Sound Rush,6SFg405YMe2c4RQehzPwt0,spotify:track:6SFg405YMe2c4RQehzPwt0,3,0.3213897726307506
In The Air - Radio Edit,Dr Phunk,04f2A8R0JF1gq4urTJatrS,spotify:track:04f2A8R0JF1gq4urTJatrS,3,0.4419310171873414
One of Them,BLKBRST,0MEoEEF7jQcaUtcDK6Oq6d,spotify:track:0MEoEEF7jQcaUtcDK6Oq6d,3,0.4698644993769352
